GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC04_VC37,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC70,HC02_VC70,HC03_VC70,HC04_VC70,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104
1400000US17187870200,17187870200,"Census Tract 8702, Warren County, Illinois",2596,144,2596,(X),2123,126,2123,(X),1057,78,49.8,2.5,581,84,581,(X),317,49,54.6,5.9,2596,144,2596,(X),2589,143,99.7,0.5,7,13,0.3,0.5,2589,143,99.7,0.5,2531,150,97.5,2.2,9,14,0.3,0.5,3,5,0.1,0.2,0,11,0.0,1.1,46,50,1.8,1.9,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,7,13,0.3,0.5,0,11,0.0,1.1,2596,144,2596,(X),2538,151,97.8,2.1,11,16,0.4,0.6,2596,144,2596,(X),13,24,0.5,0.9,6,11,0.2,0.4,2583,148,99.5,0.9,2518,155,97.0,2.4,9,14,0.3,0.5,7,13,0.3,0.5,7,13,0.3,0.5,1292,69,(X),(X)
1400000US17187870300,17187870300,"Census Tract 8703, Warren County, Illinois",2898,199,2898,(X),2275,132,2275,(X),1193,115,52.4,3.7,655,99,655,(X),390,64,59.5,5.4,2898,199,2898,(X),2898,199,100.0,1.0,0,11,0.0,1.0,2898,199,100.0,1.0,2898,199,100.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,2898,199,2898,(X),2898,199,100.0,1.0,0,11,0.0,1.0,2898,199,2898,(X),19,27,0.7,0.9,19,27,0.7,0.9,2879,196,99.3,0.9,2879,196,99.3,0.9,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,1239,62,(X),(X)
1400000US17187870400,17187870400,"Census Tract 8704, Warren County, Illinois",5005,306,5005,(X),4086,225,4086,(X),2230,164,54.6,3.5,801,96,801,(X),484,73,60.4,7.1,5005,306,5005,(X),4932,299,98.5,1.1,73,58,1.5,1.1,4932,299,98.5,1.1,4603,271,92.0,2.8,94,41,1.9,0.9,17,31,0.3,0.6,0,16,0.0,0.6,66,51,1.3,1.0,0,16,0.0,0.6,0,16,0.0,0.6,0,16,0.0,0.6,73,58,1.5,1.1,0,16,0.0,0.6,5005,306,5005,(X),4676,276,93.4,2.5,116,49,2.3,1.0,5005,306,5005,(X),478,210,9.6,3.8,437,211,8.7,3.9,4527,234,90.4,3.8,4329,244,86.5,3.9,94,41,1.9,0.9,35,45,0.7,0.9,35,45,0.7,0.9,1987,112,(X),(X)
1400000US17187870500,17187870500,"Census Tract 8705, Warren County, Illinois",5237,308,5237,(X),3754,221,3754,(X),1881,154,50.1,3.1,568,75,568,(X),327,72,57.6,8.0,5237,308,5237,(X),5171,311,98.7,1.2,66,60,1.3,1.2,5171,311,98.7,1.2,4171,397,79.6,6.2,403,165,7.7,3.2,0,16,0.0,0.6,0,16,0.0,0.6,81,71,1.5,1.4,70,74,1.3,1.4,0,16,0.0,0.6,0,16,0.0,0.6,66,60,1.3,1.2,0,16,0.0,0.6,5237,308,5237,(X),4230,402,80.8,6.3,460,159,8.8,3.0,5237,308,5237,(X),978,215,18.7,3.5,875,250,16.7,4.3,4259,231,81.3,3.5,3802,247,72.6,3.8,310,82,5.9,1.6,66,60,1.3,1.2,66,60,1.3,1.2,2070,98,(X),(X)
1400000US17189950100,17189950100,"Census Tract 9501, Washington County, Illinois",3506,178,3506,(X),2651,137,2651,(X),1294,86,48.8,2.0,464,79,464,(X),235,45,50.6,6.4,3506,178,3506,(X),3451,175,98.4,1.1,55,38,1.6,1.1,3451,175,98.4,1.1,3355,179,95.7,1.7,48,35,1.4,1.0,2,6,0.1,0.2,0,11,0.0,0.9,12,15,0.3,0.4,10,14,0.3,0.4,0,11,0.0,0.9,0,11,0.0,0.9,55,38,1.6,1.1,0,11,0.0,0.9,3506,178,3506,(X),3410,182,97.3,1.4,101,45,2.9,1.3,3506,178,3506,(X),61,35,1.7,1.0,32,25,0.9,0.7,3445,185,98.3,1.0,3328,187,94.9,1.8,48,35,1.4,1.0,55,38,1.6,1.1,55,38,1.6,1.1,1472,51,(X),(X)
1400000US17189950200,17189950200,"Census Tract 9502, Washington County, Illinois",3609,179,3609,(X),2888,133,2888,(X),1467,102,50.8,2.1,580,91,580,(X),331,73,57.1,5.7,3609,179,3609,(X),3603,179,99.8,0.3,6,10,0.2,0.3,3603,179,99.8,0.3,3564,178,98.8,0.9,23,25,0.6,0.7,5,7,0.1,0.2,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,6,10,0.2,0.3,0,11,0.0,0.8,3609,179,3609,(X),3570,178,98.9,0.8,27,27,0.7,0.8,3609,179,3609,(X),63,47,1.7,1.3,33,24,0.9,0.7,3546,188,98.3,1.3,3512,190,97.3,1.5,23,25,0.6,0.7,6,10,0.2,0.3,6,10,0.2,0.3,1707,45,(X),(X)
1400000US17189950300,17189950300,"Census Tract 9503, Washington County, Illinois",3334,125,3334,(X),2515,117,2515,(X),1312,94,52.2,2.7,769,128,769,(X),457,85,59.4,7.1,3334,125,3334,(X),3334,125,100.0,0.9,0,11,0.0,0.9,3334,125,100.0,0.9,3248,142,97.4,2.2,23,32,0.7,1.0,0,11,0.0,0.9,0,11,0.0,0.9,56,68,1.7,2.0,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,3334,125,3334,(X),3248,142,97.4,2.2,23,32,0.7,1.0,3334,125,3334,(X),30,21,0.9,0.6,19,20,0.6,0.6,3304,128,99.1,0.6,3225,141,96.7,2.2,23,32,0.7,1.0,0,11,0.0,0.9,0,11,0.0,0.9,1461,105,(X),(X)
1400000US17189950400,17189950400,"Census Tract 9504, Washington County, Illinois",4177,220,4177,(X),3397,170,3397,(X),1644,97,48.4,1.8,758,78,758,(X),434,60,57.3,4.8,4177,220,4177,(X),4118,219,98.6,0.7,59,28,1.4,0.7,4118,219,98.6,0.7,4083,220,97.7,1.0,6,8,0.1,0.2,0,11,0.0,0.7,0,11,0.0,0.7,3,6,0.1,0.1,0,11,0.0,0.7,0,11,0.0,0.7,0,11,0.0,0.7,59,28,1.4,0.7,5,8,0.1,0.2,4177,220,4177,(X),4137,222,99.0,0.8,11,15,0.3,0.4,4177,220,4177,(X),62,42,1.5,1.0,58,42,1.4,1.0,4115,218,98.5,1.0,4056,218,97.1,1.1,6,8,0.1,0.2,53,28,1.3,0.7,47,23,1.1,0.5,1893,52,(X),(X)
1400000US17191954900,17191954900,"Census Tract 9549, Wayne County, Illinois",3061,198,3061,(X),2497,134,2497,(X),1273,89,51.0,2.4,753,89,753,(X),415,59,55.1,3.9,3061,198,3061,(X),3056,197,99.8,0.2,5,6,0.2,0.2,3056,197,99.8,0.2,3012,203,98.4,1.3,0,11,0.0,1.0,4,6,0.1,0.2,0,11,0.0,1.0,20,22,0.7,0.7,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,5,6,0.2,0.2,0,11,0.0,1.0,3061,198,3061,(X),3015,203,98.5,1.2,0,11,0.0,1.0,3061,198,3061,(X),59,42,1.9,1.4,59,42,1.9,1.4,3002,195,98.1,1.4,2973,200,97.1,1.7,0,11,0.0,1.0,5,6,0.2,0.2,3,5,0.1,0.2,1518,55,(X),(X)
1400000US17191955000,17191955000,"Census Tract 9550, Wayne County, Illinois",4240,264,4240,(X),3224,169,3224,(X),1569,100,48.7,1.8,697,101,697,(X),353,59,50.6,4.4,4240,264,4240,(X),4240,264,100.0,0.7,0,11,0.0,0.7,4240,264,100.0,0.7,4205,266,99.2,0.8,0,11,0.0,0.7,2,5,0.0,0.1,0,11,0.0,0.7,25,31,0.6,0.7,0,11,0.0,0.7,0,11,0.0,0.7,0,11,0.0,0.7,0,11,0.0,0.7,0,11,0.0,0.7,4240,264,4240,(X),4205,266,99.2,0.8,0,11,0.0,0.7,4240,264,4240,(X),22,26,0.5,0.6,8,12,0.2,0.3,4218,267,99.5,0.6,4191,269,98.8,1.0,0,11,0.0,0.7,0,11,0.0,0.7,0,11,0.0,0.7,1846,75,(X),(X)
1400000US17191955100,17191955100,"Census Tract 9551, Wayne County, Illinois",2836,230,2836,(X),2218,159,2218,(X),1177,118,53.1,3.0,570,77,570,(X),316,55,55.4,6.3,2836,230,2836,(X),2819,228,99.4,0.7,17,20,0.6,0.7,2819,228,99.4,0.7,2800,220,98.7,1.0,18,25,0.6,0.9,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,17,20,0.6,0.7,0,11,0.0,1.1,2836,230,2836,(X),2817,224,99.3,0.9,21,25,0.7,0.8,2836,230,2836,(X),20,28,0.7,1.0,19,28,0.7,1.0,2816,224,99.3,1.0,2781,216,98.1,1.6,18,25,0.6,0.9,17,20,0.6,0.7,17,20,0.6,0.7,1521,77,(X),(X)
1400000US17191955200,17191955200,"Census Tract 9552, Wayne County, Illinois",3382,260,3382,(X),2643,206,2643,(X),1471,131,55.7,3.8,781,111,781,(X),497,77,63.6,5.8,3382,260,3382,(X),3314,266,98.0,1.0,68,32,2.0,1.0,3314,266,98.0,1.0,3213,261,95.0,1.2,53,27,1.6,0.8,0,11,0.0,0.9,0,11,0.0,0.9,48,40,1.4,1.2,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,68,32,2.0,1.0,0,11,0.0,0.9,3382,260,3382,(X),3268,265,96.6,1.6,75,34,2.2,1.1,3382,260,3382,(X),38,41,1.1,1.2,21,33,0.6,1.0,3344,253,98.9,1.2,3175,255,93.9,1.8,53,27,1.6,0.8,68,32,2.0,1.0,68,32,2.0,1.0,1718,84,(X),(X)
1400000US17191955300,17191955300,"Census Tract 9553, Wayne County, Illinois",3155,272,3155,(X),2310,180,2310,(X),1159,102,50.2,2.9,481,77,481,(X),271,51,56.3,6.0,3155,272,3155,(X),3141,271,99.6,0.4,14,14,0.4,0.4,3141,271,99.6,0.4,3129,274,99.2,0.7,5,8,0.2,0.3,6,11,0.2,0.3,0,11,0.0,0.9,1,3,0.0,0.1,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,14,14,0.4,0.4,0,11,0.0,0.9,3155,272,3155,(X),3143,274,99.6,0.5,10,13,0.3,0.4,3155,272,3155,(X),59,60,1.9,1.9,59,60,1.9,1.9,3096,271,98.1,1.9,3076,271,97.5,2.0,5,8,0.2,0.3,14,14,0.4,0.4,14,14,0.4,0.4,1331,67,(X),(X)
1400000US17193958000,17193958000,"Census Tract 9580, White County, Illinois",2385,232,2385,(X),1829,167,1829,(X),896,114,49.0,4.0,379,67,379,(X),198,59,52.2,10.4,2385,232,2385,(X),2356,230,98.8,1.5,29,37,1.2,1.5,2356,230,98.8,1.5,2279,217,95.6,1.9,45,39,1.9,1.6,0,11,0.0,1.2,0,11,0.0,1.2,32,29,1.3,1.2,0,11,0.0,1.2,0,11,0.0,1.2,0,11,0.0,1.2,29,37,1.2,1.5,0,11,0.0,1.2,2385,232,2385,(X),2308,221,96.8,1.8,63,38,2.6,1.5,2385,232,2385,(X),0,11,0.0,1.2,0,11,0.0,1.2,2385,232,100.0,1.2,2279,217,95.6,1.9,45,39,1.9,1.6,29,37,1.2,1.5,29,37,1.2,1.5,1203,86,(X),(X)
1400000US17193958100,17193958100,"Census Tract 9581, White County, Illinois",3353,232,3353,(X),2699,182,2699,(X),1594,117,59.1,3.1,930,103,930,(X),619,75,66.6,4.4,3353,232,3353,(X),3353,232,100.0,0.9,0,11,0.0,0.9,3353,232,100.0,0.9,3352,231,100.0,0.1,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,1,2,0.0,0.1,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,3353,232,3353,(X),3352,231,100.0,0.1,0,11,0.0,0.9,3353,232,3353,(X),42,41,1.3,1.2,11,23,0.3,0.7,3311,234,98.7,1.2,3310,233,98.7,1.2,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,1560,94,(X),(X)
1400000US17193958200,17193958200,"Census Tract 9582, White County, Illinois",2974,205,2974,(X),2349,134,2349,(X),1208,98,51.4,3.0,652,89,652,(X),393,63,60.3,5.4,2974,205,2974,(X),2927,204,98.4,1.1,47,32,1.6,1.1,2927,204,98.4,1.1,2906,206,97.7,1.2,8,16,0.3,0.5,0,11,0.0,1.0,0,11,0.0,1.0,13,15,0.4,0.5,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,47,32,1.6,1.1,0,11,0.0,1.0,2974,205,2974,(X),2953,207,99.3,0.7,21,21,0.7,0.7,2974,205,2974,(X),19,22,0.6,0.7,6,11,0.2,0.4,2955,203,99.4,0.7,2890,204,97.2,1.4,8,16,0.3,0.5,44,31,1.5,1.0,44,31,1.5,1.0,1524,91,(X),(X)
1400000US17193958300,17193958300,"Census Tract 9583, White County, Illinois",2650,205,2650,(X),2093,126,2093,(X),1022,88,48.8,2.7,508,73,508,(X),251,43,49.4,5.1,2650,205,2650,(X),2639,206,99.6,0.6,11,15,0.4,0.6,2639,206,99.6,0.6,2593,202,97.8,1.5,38,37,1.4,1.4,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,11,15,0.4,0.6,0,11,0.0,1.1,2650,205,2650,(X),2604,203,98.3,1.5,38,37,1.4,1.4,2650,205,2650,(X),46,42,1.7,1.6,40,41,1.5,1.5,2604,210,98.3,1.6,2556,207,96.5,2.1,38,37,1.4,1.4,10,14,0.4,0.5,10,14,0.4,0.5,1291,64,(X),(X)
1400000US17193958400,17193958400,"Census Tract 9584, White County, Illinois",3268,226,3268,(X),2527,150,2527,(X),1294,89,51.2,2.4,598,108,598,(X),288,54,48.2,5.9,3268,226,3268,(X),3268,226,100.0,0.9,0,11,0.0,0.9,3268,226,100.0,0.9,3264,225,99.9,0.2,0,11,0.0,0.9,4,6,0.1,0.2,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,3268,226,3268,(X),3264,225,99.9,0.2,0,11,0.0,0.9,3268,226,3268,(X),61,48,1.9,1.5,56,49,1.7,1.5,3207,215,98.1,1.5,3203,215,98.0,1.5,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,1576,81,(X),(X)
1400000US17195000100,17195000100,"Census Tract 1, Whiteside County, Illinois",3909,305,3909,(X),2891,174,2891,(X),1446,124,50.0,2.5,648,83,648,(X),313,52,48.3,5.9,3909,305,3909,(X),3877,304,99.2,0.7,32,29,0.8,0.7,3877,304,99.2,0.7,3725,299,95.3,2.4,61,73,1.6,1.8,19,24,0.5,0.6,7,13,0.2,0.3,23,21,0.6,0.5,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,32,29,0.8,0.7,0,11,0.0,0.8,3909,305,3909,(X),3757,300,96.1,2.3,61,73,1.6,1.8,3909,305,3909,(X),188,76,4.8,1.9,181,74,4.6,1.9,3721,301,95.2,1.9,3618,292,92.6,2.8,61,73,1.6,1.8,0,11,0.0,0.8,0,11,0.0,0.8,1571,60,(X),(X)
1400000US17195000200,17195000200,"Census Tract 2, Whiteside County, Illinois",3072,183,3072,(X),2464,135,2464,(X),1232,85,50.0,2.8,657,70,657,(X),389,66,59.2,6.5,3072,183,3072,(X),3012,181,98.0,1.7,60,53,2.0,1.7,3012,181,98.0,1.7,2895,184,94.2,3.1,98,54,3.2,1.7,6,11,0.2,0.4,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,60,53,2.0,1.7,0,11,0.0,1.0,3072,183,3072,(X),2955,178,96.2,1.8,126,101,4.1,3.2,3072,183,3072,(X),134,77,4.4,2.5,134,77,4.4,2.5,2938,188,95.6,2.5,2815,184,91.6,3.6,89,45,2.9,1.4,28,54,0.9,1.8,28,54,0.9,1.8,1303,74,(X),(X)
1400000US17195000300,17195000300,"Census Tract 3, Whiteside County, Illinois",3375,226,3375,(X),2710,153,2710,(X),1454,122,53.7,3.7,583,73,583,(X),379,65,65.0,7.2,3375,226,3375,(X),3359,222,99.5,0.8,16,26,0.5,0.8,3359,222,99.5,0.8,3207,257,95.0,3.3,21,25,0.6,0.7,16,26,0.5,0.8,0,11,0.0,0.9,8,16,0.2,0.5,0,11,0.0,0.9,107,102,3.2,3.1,0,11,0.0,0.9,16,26,0.5,0.8,0,11,0.0,0.9,3375,226,3375,(X),3223,262,95.5,3.4,37,36,1.1,1.1,3375,226,3375,(X),185,106,5.5,3.0,65,60,1.9,1.8,3190,213,94.5,3.0,3038,248,90.0,4.4,21,25,0.6,0.7,0,11,0.0,0.9,0,11,0.0,0.9,1440,92,(X),(X)
1400000US17195000400,17195000400,"Census Tract 4, Whiteside County, Illinois",3002,193,3002,(X),2377,146,2377,(X),1133,100,47.7,2.4,491,83,491,(X),249,50,50.7,4.5,3002,193,3002,(X),2958,197,98.5,1.2,44,35,1.5,1.2,2958,197,98.5,1.2,2862,188,95.3,2.9,43,62,1.4,2.0,13,21,0.4,0.7,0,11,0.0,1.0,27,25,0.9,0.8,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,44,35,1.5,1.2,0,11,0.0,1.0,3002,193,3002,(X),2906,181,96.8,2.4,74,73,2.5,2.4,3002,193,3002,(X),61,52,2.0,1.7,44,49,1.5,1.6,2941,194,98.0,1.7,2831,186,94.3,3.0,43,62,1.4,2.0,27,28,0.9,0.9,20,25,0.7,0.8,1445,57,(X),(X)
1400000US17195000500,17195000500,"Census Tract 5, Whiteside County, Illinois",3651,122,3651,(X),2871,128,2871,(X),1473,109,51.3,3.1,674,88,674,(X),401,66,59.5,6.4,3651,122,3651,(X),3597,129,98.5,1.4,54,51,1.5,1.4,3597,129,98.5,1.4,3518,131,96.4,2.1,42,44,1.2,1.2,8,13,0.2,0.4,0,11,0.0,0.8,29,41,0.8,1.1,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,54,51,1.5,1.4,0,11,0.0,0.8,3651,122,3651,(X),3572,125,97.8,1.7,53,48,1.5,1.3,3651,122,3651,(X),34,44,0.9,1.2,34,44,0.9,1.2,3617,124,99.1,1.2,3484,137,95.4,2.6,42,44,1.2,1.2,54,51,1.5,1.4,54,51,1.5,1.4,1725,108,(X),(X)
1400000US17195000600,17195000600,"Census Tract 6, Whiteside County, Illinois",4090,251,4090,(X),3060,181,3060,(X),1475,113,48.2,2.3,651,112,651,(X),368,66,56.5,4.7,4090,251,4090,(X),3942,220,96.4,3.4,148,141,3.6,3.4,3942,220,96.4,3.4,3761,252,92.0,6.1,123,119,3.0,2.8,22,21,0.5,0.5,0,11,0.0,0.7,24,21,0.6,0.5,3,4,0.1,0.1,0,11,0.0,0.7,0,11,0.0,0.7,148,141,3.6,3.4,0,11,0.0,0.7,4090,251,4090,(X),3909,216,95.6,2.9,235,257,5.7,6.2,4090,251,4090,(X),107,74,2.6,1.8,89,71,2.2,1.7,3983,248,97.4,1.8,3688,244,90.2,6.1,123,119,3.0,2.8,129,141,3.2,3.4,129,141,3.2,3.4,1819,63,(X),(X)
1400000US17195000700,17195000700,"Census Tract 7, Whiteside County, Illinois",2871,154,2871,(X),2190,132,2190,(X),1209,98,55.2,3.4,617,102,617,(X),372,67,60.3,5.1,2871,154,2871,(X),2841,154,99.0,1.0,30,29,1.0,1.0,2841,154,99.0,1.0,2778,172,96.8,2.3,13,14,0.5,0.5,0,11,0.0,1.0,0,11,0.0,1.0,50,48,1.7,1.7,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,30,29,1.0,1.0,0,11,0.0,1.0,2871,154,2871,(X),2801,170,97.6,1.8,36,30,1.3,1.0,2871,154,2871,(X),159,133,5.5,4.6,150,131,5.2,4.6,2712,195,94.5,4.6,2619,210,91.2,5.2,13,14,0.5,0.5,30,29,1.0,1.0,30,29,1.0,1.0,1270,91,(X),(X)
1400000US17195000800,17195000800,"Census Tract 8, Whiteside County, Illinois",2094,144,2094,(X),1535,126,1535,(X),766,80,49.9,2.8,367,98,367,(X),188,48,51.2,7.7,2094,144,2094,(X),2077,143,99.2,1.2,17,25,0.8,1.2,2077,143,99.2,1.2,2064,144,98.6,1.3,0,11,0.0,1.4,0,11,0.0,1.4,0,11,0.0,1.4,5,9,0.2,0.4,2,5,0.1,0.2,0,11,0.0,1.4,0,11,0.0,1.4,17,25,0.8,1.2,0,11,0.0,1.4,2094,144,2094,(X),2081,146,99.4,0.6,0,11,0.0,1.4,2094,144,2094,(X),24,26,1.1,1.2,24,26,1.1,1.2,2070,143,98.9,1.2,2060,145,98.4,1.4,0,11,0.0,1.4,0,11,0.0,1.4,0,11,0.0,1.4,873,66,(X),(X)
1400000US17195000900,17195000900,"Census Tract 9, Whiteside County, Illinois",3680,255,3680,(X),2985,190,2985,(X),1582,143,53.0,3.3,1164,176,1164,(X),729,114,62.6,4.7,3680,255,3680,(X),3596,275,97.7,2.3,84,84,2.3,2.3,3596,275,97.7,2.3,3241,253,88.1,5.8,22,21,0.6,0.6,0,11,0.0,0.8,0,11,0.0,0.8,5,10,0.1,0.3,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,84,84,2.3,2.3,0,11,0.0,0.8,3680,255,3680,(X),3325,223,90.4,5.1,22,21,0.6,0.6,3680,255,3680,(X),741,285,20.1,7.1,706,274,19.2,6.8,2939,258,79.9,7.1,2881,253,78.3,7.0,22,21,0.6,0.6,31,34,0.8,0.9,31,34,0.8,0.9,1573,115,(X),(X)
1400000US17195001000,17195001000,"Census Tract 10, Whiteside County, Illinois",3119,355,3119,(X),2406,224,2406,(X),1226,148,51.0,4.9,406,58,406,(X),237,56,58.4,11.2,3119,355,3119,(X),3077,352,98.7,1.7,42,54,1.3,1.7,3077,352,98.7,1.7,2377,374,76.2,8.3,76,74,2.4,2.3,98,118,3.1,3.7,0,11,0.0,1.0,11,22,0.4,0.7,0,11,0.0,1.0,0,11,0.0,1.0,0,11,0.0,1.0,42,54,1.3,1.7,0,11,0.0,1.0,3119,355,3119,(X),2419,387,77.6,8.6,83,84,2.7,2.6,3119,355,3119,(X),1093,185,35.0,5.0,1076,193,34.5,5.2,2026,296,65.0,5.0,1911,287,61.3,5.8,32,40,1.0,1.2,0,11,0.0,1.0,0,11,0.0,1.0,1212,82,(X),(X)
1400000US17195001100,17195001100,"Census Tract 11, Whiteside County, Illinois",5094,372,5094,(X),3678,282,3678,(X),1948,216,53.0,3.9,769,187,769,(X),479,129,62.3,7.2,5094,372,5094,(X),5017,365,98.5,1.5,77,75,1.5,1.5,5017,365,98.5,1.5,4681,382,91.9,3.6,127,98,2.5,1.9,0,16,0.0,0.6,0,16,0.0,0.6,16,21,0.3,0.4,4,7,0.1,0.1,0,16,0.0,0.6,0,16,0.0,0.6,77,75,1.5,1.5,0,16,0.0,0.6,5094,372,5094,(X),4758,393,93.4,3.5,157,107,3.1,2.1,5094,372,5094,(X),1307,381,25.7,6.7,1198,409,23.5,7.4,3787,353,74.3,6.7,3628,338,71.2,6.6,113,91,2.2,1.8,30,43,0.6,0.8,30,43,0.6,0.8,2243,109,(X),(X)
1400000US17195001200,17195001200,"Census Tract 12, Whiteside County, Illinois",3671,318,3671,(X),2801,245,2801,(X),1452,152,51.8,3.0,591,91,591,(X),348,88,58.9,8.4,3671,318,3671,(X),3510,315,95.6,2.8,161,105,4.4,2.8,3510,315,95.6,2.8,3356,332,91.4,4.4,39,31,1.1,0.9,7,13,0.2,0.4,0,11,0.0,0.8,67,102,1.8,2.8,67,102,1.8,2.8,0,11,0.0,0.8,0,11,0.0,0.8,161,105,4.4,2.8,0,11,0.0,0.8,3671,318,3671,(X),3517,333,95.8,3.3,65,65,1.8,1.8,3671,318,3671,(X),722,195,19.7,5.1,634,205,17.3,5.5,2949,328,80.3,5.1,2833,331,77.2,5.5,39,31,1.1,0.9,50,52,1.4,1.4,50,52,1.4,1.4,1713,95,(X),(X)
1400000US17195001300,17195001300,"Census Tract 13, Whiteside County, Illinois",2610,182,2610,(X),1954,122,1954,(X),1091,86,55.8,3.6,478,75,478,(X),274,68,57.3,9.7,2610,182,2610,(X),2601,182,99.7,0.5,9,14,0.3,0.5,2601,182,99.7,0.5,2424,203,92.9,5.9,77,81,3.0,3.1,9,14,0.3,0.6,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,14,21,0.5,0.8,0,11,0.0,1.1,9,14,0.3,0.5,0,11,0.0,1.1,2610,182,2610,(X),2433,204,93.2,5.9,86,81,3.3,3.1,2610,182,2610,(X),223,157,8.5,5.8,199,151,7.6,5.6,2387,186,91.5,5.8,2313,184,88.6,5.8,56,73,2.1,2.8,9,14,0.3,0.5,9,14,0.3,0.5,1214,71,(X),(X)
1400000US17195001400,17195001400,"Census Tract 14, Whiteside County, Illinois",2303,166,2303,(X),1861,122,1861,(X),980,78,52.7,2.8,498,59,498,(X),280,44,56.2,6.0,2303,166,2303,(X),2274,170,98.7,1.5,29,34,1.3,1.5,2274,170,98.7,1.5,2260,172,98.1,1.7,0,11,0.0,1.3,8,15,0.3,0.6,0,11,0.0,1.3,0,11,0.0,1.3,0,11,0.0,1.3,0,11,0.0,1.3,0,11,0.0,1.3,29,34,1.3,1.5,0,11,0.0,1.3,2303,166,2303,(X),2289,168,99.4,0.7,29,34,1.3,1.5,2303,166,2303,(X),61,40,2.6,1.8,51,37,2.2,1.6,2242,171,97.4,1.8,2213,176,96.1,2.4,0,11,0.0,1.3,21,32,0.9,1.4,21,32,0.9,1.4,1029,48,(X),(X)
