Name,License Description,Application Type,License Term Start Date,License Term Expiration Date,Date Issued,Latitude,Longitude,Location
Donald Robert Ladewig,Peddler License,Issue,05-24-2013,06-15-2015,05-24-2013,,,
"Global Network Security, Inc.",Limited Business License,Renew,08-16-2013,08-15-2015,06-25-2013,41.96085071,-87.74600128,"(41.96085071153994, -87.74600128422101)"
"Aequus Wealth Management Resources, Llc",Limited Business License,Renew,02-16-2014,02-15-2016,02-06-2014,41.89385682,-87.63579585,"(41.893856817238635, -87.63579584784382)"
"O.G. Consulting, Inc.",Regulated Business License,Issue,11-19-2013,11-15-2015,11-19-2013,41.99771558,-87.81374699,"(41.99771557993338, -87.81374699266327)"
J I Sales,Limited Business License,Issue,05-21-2014,06-15-2016,05-21-2014,41.81944143,-87.66537555,"(41.81944142629576, -87.6653755449091)"
Windy City Secondhand And Resale Shop,Secondhand Dealer (No Valuable Objects),Renew,04-16-2014,04-15-2016,04-14-2014,41.94286244,-87.76650472,"(41.942862443127844, -87.76650472322682)"
"The Greenhouse Loft, Llc",Consumption on Premises - Incidental Activity,Renew,01-16-2015,01-15-2017,01-05-2015,41.93202492,-87.69216904,"(41.93202492010381, -87.69216904438716)"
Lil D Production,Regulated Business License,Issue,12-12-2014,12-15-2016,12-12-2014,41.88328574,-87.67072762,"(41.88328573604337, -87.6707276205489)"
Sipi Metals Corporation,Manufacturing Establishments,Renew,11-16-2014,11-15-2016,10-30-2014,41.91357484,-87.66444475,"(41.913574838331364, -87.66444475066571)"
Casa Yari,Retail Food Establishment,Issue,07-25-2013,08-15-2015,07-25-2013,41.92479633,-87.71012068,"(41.92479632473597, -87.71012067917576)"
Doc B'S,Consumption on Premises - Incidental Activity,Issue,06-05-2014,06-15-2016,06-05-2014,41.89159074,-87.62586714,"(41.891590741083505, -87.62586713724458)"
Parkside Gyros,Retail Food Establishment,Issue,08-08-2014,08-15-2016,08-08-2014,42.01539691,-87.67495035,"(42.01539691067592, -87.67495034520081)"
Marszalik & Sons Ltd,Regulated Business License,Renew,10-16-2013,10-15-2015,10-08-2013,41.79020567,-87.731505,"(41.79020567253028, -87.73150500204294)"
Yovonda Renne Curry,Peddler License,Issue,07-10-2013,07-15-2015,07-10-2013,41.89954818,-87.72147447,"(41.89954817791149, -87.72147447068966)"
"M & M Usa Trucking, Inc.",Public Garage,Renew,08-16-2014,08-15-2016,12-05-2014,41.83964358,-87.70504097,"(41.83964358422834, -87.70504096609815)"
Get More Wireless,Limited Business License,Renew,07-16-2013,07-15-2015,09-06-2013,41.68495313,-87.65994474,"(41.68495312786995, -87.65994473758602)"
Hronos Inc,Retail Food Establishment,Renew,10-16-2013,10-15-2015,10-15-2013,41.96023659,-87.77739163,"(41.96023658679389, -87.77739162787957)"
Fast Food El Mexicano,Retail Food Establishment,Renew,10-16-2013,10-15-2015,07-28-2014,41.77902177,-87.70688981,"(41.779021764665195, -87.70688980560398)"
Brother'S 7 Food And Liquor,Package Goods,Issue,03-17-2015,04-15-2017,03-17-2015,41.8665517,-87.70207678,"(41.86655169621582, -87.70207678205307)"
Midwest Home Healthcare Inc.,Limited Business License,Renew,11-16-2014,11-15-2016,10-09-2014,41.98881553,-87.74817539,"(41.98881553278768, -87.74817539211976)"
Main Street,Regulated Business License,Issue,11-05-2013,11-15-2015,11-05-2013,41.95315754,-87.65435899,"(41.953157536576526, -87.6543589916925)"
Taylor Richard Kemp,Peddler License,Issue,05-31-2013,06-15-2015,05-31-2013,,,
La Michoacana In Logan Square,Retail Food Establishment,Issue,05-23-2014,06-15-2016,05-23-2014,41.92466148,-87.72111624,"(41.92466148001528, -87.7211162419151)"
Savory Food & Liquor,Tobacco Retail Over Counter,Renew,08-16-2013,08-15-2015,11-27-2013,41.95616747,-87.75078828,"(41.95616746829924, -87.7507882794648)"
Lakeisha Maria Perrillat,Peddler License,Issue,07-08-2013,07-15-2015,07-08-2013,41.80144612,-87.64727265,"(41.80144611580006, -87.64727265058988)"
Lillie'S Q,Consumption on Premises - Incidental Activity,Renew,11-16-2014,11-15-2016,11-04-2014,41.91063614,-87.6748761,"(41.91063613478286, -87.67487609462192)"
Midamerican Energy Company,Limited Business License,Issue,11-04-2013,11-15-2015,11-04-2013,41.87796815,-87.65264275,"(41.877968154221485, -87.65264274976558)"
Sunshine & Blue Skies Gardening Company,Regulated Business License,Issue,05-13-2013,05-15-2015,05-13-2013,41.92930755,-87.64502913,"(41.929307547403056, -87.64502913270634)"
Kelsey'S,Public Place of Amusement,Renew,02-16-2015,02-15-2017,01-20-2015,41.92340516,-87.64569665,"(41.9234051568052, -87.64569664482036)"
Fullerton Restaurant,Retail Food Establishment,Renew,11-16-2013,11-15-2015,11-06-2013,41.92500994,-87.68770475,"(41.92500993476519, -87.68770475222249)"
Squasht By Les,Limited Business License,Renew,06-16-2014,06-15-2016,07-22-2014,41.8958111,-87.69163068,"(41.89581109812458, -87.69163067882414)"
Att Div Ameropan Oil Corp,Regulated Business License,Renew,12-16-2013,12-15-2015,02-18-2014,41.83367544,-87.69477898,"(41.83367544075492, -87.69477897652062)"
Shree Rung Roscoe Inc.,Retail Food Establishment,Renew,10-16-2013,10-15-2015,09-23-2013,41.94146315,-87.80672279,"(41.94146315134617, -87.80672278635326)"
Unique Designers,Regulated Business License,Issue,07-14-2014,07-15-2016,07-14-2014,41.87368289,-87.69622204,"(41.87368288464604, -87.69622204230475)"
"Z Tech Construction, Inc.",Limited Business License,Issue,06-05-2013,06-15-2015,06-05-2013,,,
Indie Coffee Passport Chicago,Regulated Business License,Issue,11-13-2014,11-15-2016,11-13-2014,41.91034419,-87.67913859,"(41.91034418915696, -87.67913858907414)"
Harris Brothers Llc,Limited Business License,Renew,05-16-2014,05-15-2016,03-26-2014,41.86981071,-87.66180206,"(41.86981071148474, -87.66180206144776)"
Sunrise Food Mart,Retail Food Establishment,Renew,06-16-2014,06-15-2016,07-24-2014,41.76964982,-87.58638311,"(41.76964981461583, -87.58638311014457)"
Go-Ez Service Station,Motor Vehicle Services License,Renew,08-16-2014,08-15-2016,07-16-2014,41.84469579,-87.70130519,"(41.84469579139717, -87.70130519409331)"
Complus Inc,Limited Business License,Renew,07-16-2013,07-15-2015,06-03-2013,41.72110267,-87.66668839,"(41.72110267287218, -87.66668839327973)"
"Merla'S Kitchen, Llc",Retail Food Establishment,Renew,09-16-2013,09-15-2015,09-17-2013,41.97595236,-87.71340796,"(41.97595235572225, -87.71340796430628)"
Carnitas La Esquinita,Retail Food Establishment,Issue,07-11-2014,07-15-2016,07-11-2014,41.95395117,-87.71398211,"(41.95395117084635, -87.7139821082167)"
"Danish Gas & Food Mart, Inc.",Tobacco Retail Over Counter,Issue,11-26-2014,11-15-2016,11-26-2014,41.87352189,-87.71048643,"(41.8735218856565, -87.71048642868381)"
Desapio Consulting,Limited Business License,Issue,03-03-2015,03-15-2017,03-03-2015,41.72228751,-87.68195996,"(41.722287512571036, -87.68195995910473)"
Mitchell Gold + Bob Williams,Limited Business License,Renew,03-16-2015,03-15-2017,03-17-2015,41.91017765,-87.64810773,"(41.910177645178784, -87.64810772613633)"
Storck,Limited Business License,Renew,02-16-2014,02-15-2016,12-31-2013,41.88819879,-87.63236298,"(41.88819879207664, -87.63236298373182)"
J. & B. Home Renovations Inc.,Regulated Business License,Issue,05-10-2013,05-15-2015,05-10-2013,,,
Cellar Door Salon & Studio,Limited Business License,Issue,09-12-2013,09-15-2015,09-12-2013,41.9161598,-87.68616739,"(41.91615979528017, -87.6861673899312)"
Little Branch Cafe & Bar,Consumption on Premises - Incidental Activity,Renew,02-16-2015,10-15-2016,02-09-2015,41.86593104,-87.6214942,"(41.86593103671971, -87.62149419520398)"
"South Shore Recycling, Llc",Limited Business License,Renew,06-16-2014,06-15-2016,07-14-2014,41.68355441,-87.54521874,"(41.68355440910715, -87.54521873675726)"
United Parcel Service,Regulated Business License,Renew,05-16-2014,05-15-2016,05-09-2014,41.86350135,-87.6422095,"(41.86350135244771, -87.64220950077579)"
Auto Sprint Ltd,Motor Vehicle Services License,Renew,08-16-2013,08-15-2015,08-15-2013,41.94586231,-87.75925092,"(41.94586230708869, -87.75925092121757)"
Tepco Tune Up & Auto Care,Motor Vehicle Services License,Renew,12-16-2014,12-15-2016,11-14-2014,41.93925823,-87.72278143,"(41.93925823071868, -87.72278142793657)"
Koal Heating Inc.,Regulated Business License,Renew,06-16-2014,06-15-2016,04-25-2014,41.79450739,-87.77098141,"(41.794507392466784, -87.77098141447692)"
Johnny'S Ice House,Public Place of Amusement,Renew,05-16-2014,05-15-2016,05-08-2014,41.88165389,-87.66160473,"(41.8816538895371, -87.66160472806487)"
Bay Valley Foods Llc,Regulated Business License,Renew,06-16-2013,06-15-2015,06-05-2013,41.81301526,-87.73358499,"(41.81301525714163, -87.73358498872187)"
Alco Construction Co,Limited Business License,Renew,08-16-2013,08-15-2015,06-28-2013,41.94636562,-87.73602235,"(41.946365620861705, -87.73602235085482)"
Koehler Bindery Inc,Limited Business License,Renew,12-16-2014,12-15-2016,12-09-2014,41.96111628,-87.72307866,"(41.96111627753211, -87.72307865691988)"
Neel Brow Threading,Limited Business License,Issue,02-25-2014,03-15-2016,02-25-2014,41.93169743,-87.7424672,"(41.931697427206, -87.74246720062844)"
The Betty,Tavern,Renew,05-16-2014,05-15-2016,05-01-2014,41.88666509,-87.64925513,"(41.8866650892547, -87.64925513167934)"
Universal Sheet Metal,Limited Business License,Renew,11-16-2013,11-15-2015,09-17-2014,41.92343458,-87.69797915,"(41.9234345838243, -87.69797914517835)"
Union Sushi + Barbeque Bar / Up Bar,Retail Food Establishment,Renew,05-16-2013,05-15-2015,09-19-2013,41.89408272,-87.63548271,"(41.89408271775828, -87.63548270777783)"
"La Quebrada #3, Inc.",Retail Food Establishment,Renew,06-16-2013,06-15-2015,06-10-2013,41.80089564,-87.69414412,"(41.80089563627174, -87.69414412173809)"
Taco & Burrito House,Retail Food Establishment,Renew,01-16-2015,01-15-2017,12-08-2014,41.9249182,-87.76617144,"(41.92491819948442, -87.76617144106137)"
"Studley, Inc.",Limited Business License,Renew,09-16-2014,09-15-2016,08-07-2014,41.8855345,-87.63667609,"(41.88553449994189, -87.63667609147453)"
Sun Sun Tong Co,Retail Food Establishment,Renew,06-16-2014,06-15-2016,05-12-2014,41.85109207,-87.63212403,"(41.85109207268169, -87.63212402601312)"
2X10 Nail & Spa,Limited Business License,Renew,06-16-2014,06-15-2016,05-29-2014,41.94868797,-87.66391281,"(41.94868796594002, -87.66391281074732)"
Ocotlan Guzman,Peddler License,Renew,08-16-2013,08-15-2015,11-12-2014,41.92084213,-87.76815977,"(41.92084213319838, -87.76815977283435)"
The Starter League,Limited Business License,Issue,07-26-2013,08-15-2015,07-26-2013,41.88807428,-87.6349552,"(41.8880742810662, -87.63495520292739)"
Ten Thousand Villages,Limited Business License,Issue,05-03-2013,05-15-2015,05-03-2013,41.91826429,-87.65012518,"(41.91826428501734, -87.65012517905805)"
Hgv Properties Llc,Regulated Business License,Issue,11-10-2014,11-15-2016,11-10-2014,,,
Ctpartners Executive Search Inc.,Limited Business License,Renew,09-16-2013,09-15-2015,08-07-2013,41.87941085,-87.63710396,"(41.8794108457744, -87.63710395748413)"
Wf Halls Self Storage Inc,Limited Business License,Renew,08-16-2013,08-15-2015,07-17-2013,41.93533574,-87.74296363,"(41.935335737548286, -87.74296362743519)"
"Dhr International, Inc",Limited Business License,Renew,09-16-2014,09-15-2016,08-27-2014,41.88166429,-87.63888744,"(41.881664289382925, -87.63888744408949)"
Citgo Gas,Tobacco Retail Over Counter,Issue,05-02-2013,05-15-2015,05-02-2013,41.80766114,-87.7315491,"(41.80766114177979, -87.73154910285078)"
The Sweden Shop Llc,Retail Food Establishment,Renew,09-16-2013,09-15-2015,09-05-2013,41.97582728,-87.71136528,"(41.975827281332585, -87.71136528061508)"
Marathon Mart,Retail Food Establishment,Renew,05-16-2013,05-15-2015,04-18-2013,41.87857154,-87.74506001,"(41.87857154239737, -87.74506001360298)"
Resonance Inc,Regulated Business License,Renew,11-16-2014,11-15-2016,11-26-2014,41.98800889,-87.77170876,"(41.988008889448146, -87.77170876249636)"
"Flaco'S Tacos, Llc",Caterer's Liquor License,Renew,10-16-2014,10-15-2016,10-02-2014,41.87285167,-87.62900326,"(41.872851666650526, -87.62900326025903)"
Home Improvement,Regulated Business License,Issue,07-09-2013,07-15-2015,07-09-2013,,,
Metropcs,Limited Business License,Issue,10-10-2014,10-15-2016,10-10-2014,41.81698752,-87.69924771,"(41.81698752355696, -87.69924771414499)"
Subway,Retail Food Establishment,Issue,11-15-2013,12-15-2015,11-15-2013,41.92521233,-87.67192543,"(41.92521232759425, -87.67192542513618)"
Cellular Group,Limited Business License,Renew,10-16-2013,10-15-2015,10-17-2013,41.78637764,-87.68978843,"(41.7863776368912, -87.68978843434708)"
Cibt,Limited Business License,Renew,09-16-2014,09-15-2016,08-14-2014,41.88536782,-87.6224472,"(41.885367821459624, -87.62244720125689)"
Edith Hair Studio,Limited Business License,Renew,06-16-2013,06-15-2015,05-17-2013,41.800789,-87.73003278,"(41.80078899674788, -87.73003277692195)"
Parkside Food And Liquor,Tobacco Retail Over Counter,Renew,10-16-2013,10-15-2015,10-09-2013,41.76426825,-87.70338255,"(41.76426824600088, -87.70338254779882)"
Nia,Retail Food Establishment,Renew,05-16-2014,05-15-2016,08-04-2014,41.88429481,-87.6475797,"(41.88429481122888, -87.64757969564477)"
Joe'S,Limited Business License,Renew,11-16-2013,11-15-2015,11-08-2013,41.9127507,-87.67736834,"(41.91275069507496, -87.67736834388643)"
Hegewisch Currency Exchange,Limited Business License,Renew,10-16-2013,10-15-2015,09-10-2013,41.65142155,-87.54607211,"(41.65142154944884, -87.54607211440367)"
Dollar Station,Retail Food Establishment,Renew,12-16-2014,12-15-2016,12-11-2014,41.76637351,-87.57379678,"(41.766373506293114, -87.57379677714744)"
Shell,Retail Food Establishment,Renew,01-16-2015,01-15-2017,01-15-2015,41.93117437,-87.76578874,"(41.9311743734561, -87.76578873641866)"
Garfield Social Athletic Club,Not-For-Profit Club,Renew,11-16-2013,11-15-2015,11-05-2013,41.75254294,-87.70232744,"(41.75254293777205, -87.70232744145156)"
"Total Card, Inc.",Regulated Business License,Issue,06-25-2013,07-15-2015,06-25-2013,,,
"Chris Auto Body Shop, Inc.",Motor Vehicle Services License,Renew,11-16-2013,11-15-2015,03-06-2014,41.90193856,-87.74826377,"(41.90193855641968, -87.74826376745001)"
Bon Manger Catering And Events,Retail Food Establishment,Issue,10-25-2013,11-15-2015,10-25-2013,41.69183559,-87.67109333,"(41.69183558580081, -87.67109333067165)"
Huaraches Y Quesadillas Dona Chio,Retail Food Establishment,Renew,02-16-2014,02-15-2016,02-19-2014,41.9683585,-87.70685423,"(41.96835849693988, -87.7068542288518)"
Fabcakes,Retail Food Establishment,Renew,02-16-2014,02-15-2016,02-18-2014,41.89533583,-87.63431422,"(41.895335830750824, -87.63431422226076)"
Subway,Retail Food Establishment,Renew,11-16-2013,11-15-2015,10-16-2013,41.92284258,-87.69748748,"(41.922842576706046, -87.69748748180638)"
Athlon Media Group,Limited Business License,Issue,01-06-2015,01-15-2017,01-06-2015,41.89097123,-87.62427695,"(41.890971229645146, -87.6242769455621)"
Chop Touhy,Retail Food Establishment,Renew,10-16-2013,10-15-2015,10-03-2013,42.01187857,-87.70337003,"(42.01187856476175, -87.70337002780445)"
Mahzel Metals Inc,Limited Business License,Renew,05-16-2014,05-15-2016,03-27-2014,41.8874421,-87.65876349,"(41.88744210368728, -87.6587634850426)"
On The Go Amoco Iii,Tobacco Retail Over Counter,Renew,10-16-2013,10-15-2015,09-12-2013,41.771267,-87.72271973,"(41.77126699771251, -87.72271972645436)"
Dunkin Donuts Baskin Robbins,Retail Food Establishment,Renew,10-16-2013,10-15-2015,09-03-2013,41.94566017,-87.77662242,"(41.94566017437513, -87.77662241773426)"
Lawrence Kennedy Bp,Retail Food Establishment,Renew,03-16-2015,03-15-2017,02-24-2015,41.96784347,-87.75374182,"(41.96784347056907, -87.7537418202215)"
Logan Square Tattoo,Regulated Business License,Issue,09-22-2014,09-15-2016,09-22-2014,41.9238731,-87.69916285,"(41.92387309514714, -87.69916285360124)"
Wences Hair Studio,Limited Business License,Renew,11-16-2013,11-15-2015,10-03-2013,41.91011484,-87.71577679,"(41.910114843450124, -87.71577678934051)"
Bub City,Caterer's Liquor License,Renew,11-16-2014,11-15-2016,11-12-2014,41.89020779,-87.63094084,"(41.89020779260571, -87.63094084169998)"
Aquarium Salon,Limited Business License,Renew,09-16-2013,09-15-2015,09-16-2013,41.9451524,-87.67265035,"(41.945152403100124, -87.67265035446296)"
"Fig Catering, Llc",Retail Food Establishment,Renew,12-16-2013,12-15-2015,11-01-2013,41.85660309,-87.66240775,"(41.856603090239076, -87.66240774942376)"
O. G'S Food & Liquor,Tobacco Retail Over Counter,Renew,02-16-2014,02-15-2016,02-13-2014,41.93099582,-87.7953281,"(41.930995823266166, -87.79532809968535)"
Spa Anjou,Limited Business License,Renew,09-16-2014,09-15-2016,08-04-2014,41.8728457,-87.62929688,"(41.87284570424753, -87.62929687579427)"
Alrasheed Meat Market Grocery,Retail Food Establishment,Renew,03-16-2015,03-15-2017,03-03-2015,41.77882932,-87.70528574,"(41.77882931533162, -87.70528574054822)"
Dynamic Group Inc,Manufacturing Establishments,Issue,03-18-2015,04-15-2017,03-18-2015,41.93887205,-87.73566245,"(41.93887205397251, -87.73566245065832)"
New Cottage & 87 Currency Exch,Limited Business License,Renew,10-16-2014,10-15-2016,09-12-2014,41.73676871,-87.60409064,"(41.73676870803457, -87.60409064230592)"
Ace Flooring ,Regulated Business License,Issue,06-25-2013,07-15-2015,06-25-2013,,,
Francesca'S On Taylor,Consumption on Premises - Incidental Activity,Renew,05-16-2014,05-15-2016,05-08-2014,41.86944828,-87.66170605,"(41.86944827658881, -87.66170604551814)"
"Van Wagner Chicago, Llc",Limited Business License,Renew,09-16-2014,09-15-2016,07-29-2014,41.88328391,-87.64218722,"(41.88328390714073, -87.64218721938904)"
Issha Grocery And Liquors,Package Goods,Renew,02-16-2015,02-15-2017,02-09-2015,41.99740642,-87.70213223,"(41.99740642183538, -87.70213222791853)"
Solstice Stained Glass,Regulated Business License,Renew,03-16-2014,03-15-2016,03-04-2014,41.88687434,-87.67729606,"(41.88687433960174, -87.67729605577165)"
Norwood Hand Car Wash Inc,Limited Business License,Renew,08-16-2014,08-15-2016,07-03-2014,41.99417214,-87.80233308,"(41.99417213701706, -87.80233307528341)"
Lasalle Capital Group Lp,Limited Business License,Renew,03-16-2014,03-15-2016,08-18-2014,41.88209337,-87.63039165,"(41.882093367301316, -87.63039164462683)"
Boulevard Ace Hardware,Limited Business License,Renew,07-16-2013,07-15-2015,06-19-2013,41.79430321,-87.61969927,"(41.79430321448382, -87.61969926696241)"
Pitaya,Limited Business License,Renew,11-16-2014,11-15-2016,09-29-2014,41.9085817,-87.67443568,"(41.90858170240267, -87.67443567986506)"
Market Fresh Foods,Retail Food Establishment,Renew,11-16-2013,11-15-2015,10-07-2013,41.89561531,-87.70670533,"(41.89561531354531, -87.70670532510552)"
Charlies Chicago,Tavern,Renew,06-16-2014,06-15-2016,06-12-2014,41.94996944,-87.64902099,"(41.949969437633726, -87.64902099299884)"
Chicago Iron Works,Manufacturing Establishments,Renew,09-16-2014,09-15-2016,09-10-2014,41.88960152,-87.68651144,"(41.88960151651954, -87.68651144428523)"
Miramar Travel Services,Limited Business License,Issue,06-11-2013,06-15-2015,06-11-2013,41.80844485,-87.69094752,"(41.80844484489181, -87.6909475151734)"
Bach Custom Joinery,Manufacturing Establishments,Renew,01-16-2015,01-15-2017,12-31-2014,41.92426647,-87.73563584,"(41.92426646598735, -87.73563584102945)"
Joshua Mercer Insurance Agency,Limited Business License,Renew,09-16-2014,09-15-2016,07-30-2014,41.72093387,-87.67476908,"(41.7209338722622, -87.67476907737793)"
Kerry Van Isom & Associates,Limited Business License,Renew,07-16-2014,07-15-2016,05-28-2014,41.73686825,-87.58120645,"(41.73686824806253, -87.58120645424707)"
"Hot Spot Cellular, Inc.",Limited Business License,Renew,10-16-2013,10-15-2015,01-17-2014,41.85223626,-87.6790265,"(41.852236263915266, -87.67902650398541)"
"Rmb Capital Management, Llc",Limited Business License,Renew,04-16-2014,04-15-2016,03-11-2014,41.88043765,-87.63217466,"(41.880437652812795, -87.63217465823382)"
"Prince'S Beauty Salon, Ltd.",Limited Business License,Renew,08-16-2013,08-15-2015,03-31-2014,41.95349072,-87.75000647,"(41.95349072119373, -87.7500064722373)"
Hardware On Western Inc,Limited Business License,Renew,10-16-2013,10-15-2015,08-30-2013,42.00809371,-87.69029472,"(42.00809370808327, -87.69029471630661)"
Citation Box & Paper Co,Limited Business License,Renew,11-16-2013,11-15-2015,10-04-2013,41.89884527,-87.74374066,"(41.89884526514906, -87.74374065636542)"
Halina'S Pub,Tavern,Renew,01-16-2014,01-15-2016,01-21-2014,41.79192672,-87.79748104,"(41.791926717837214, -87.79748104362288)"
The New Dating Game,Retail Food Establishment,Renew,07-16-2014,07-15-2016,07-17-2014,41.73250458,-87.58570048,"(41.732504579623395, -87.58570048118187)"
Matsuya Japanese Restaurant,Retail Food Establishment,Renew,05-16-2014,05-15-2016,06-11-2014,41.94097203,-87.6516706,"(41.94097202826815, -87.65167059751336)"
Julio'S Store,Limited Business License,Renew,01-16-2014,01-15-2016,02-07-2014,41.81944143,-87.66537555,"(41.81944142629576, -87.6653755449091)"
La Chilangueada,Retail Food Establishment,Renew,01-16-2015,01-15-2017,12-08-2014,41.92401471,-87.75494988,"(41.924014708542835, -87.7549498822749)"
Family Focus,Raffles,Renew,05-16-2015,05-15-2016,03-17-2015,41.8775421,-87.64971345,"(41.877542101758316, -87.64971345406629)"
"Fields Janitorial Services, Inc",Limited Business License,Renew,09-16-2014,09-15-2016,09-04-2014,41.88582205,-87.63230374,"(41.885822047853026, -87.63230373508567)"
Carriage Parking Lot,Public Garage,Renew,04-16-2014,04-15-2016,04-08-2014,41.91073073,-87.6348445,"(41.91073073112171, -87.63484450347265)"
Herb Restaurant,Retail Food Establishment,Issue,05-15-2014,10-15-2015,05-15-2014,41.98068393,-87.66013495,"(41.98068392725561, -87.66013494601162)"
North Park Auto Service,Motor Vehicle Services License,Renew,09-16-2013,09-15-2015,08-02-2013,41.9730907,-87.70846035,"(41.97309069468308, -87.70846034923612)"
Riya Threading Lounge,Limited Business License,Issue,08-22-2014,09-15-2016,08-22-2014,41.92992642,-87.64906478,"(41.929926423792345, -87.64906477905771)"
Reyes Corner Grill,Retail Food Establishment,Renew,06-16-2013,06-15-2015,06-11-2013,41.82244969,-87.70434137,"(41.822449694082145, -87.70434136569052)"
Jamaica Jerk Villa,Retail Food Establishment,Renew,07-16-2014,07-15-2016,07-14-2014,41.75054754,-87.64304964,"(41.7505475390532, -87.64304964252435)"
As Time Goes By Ii Ltd.,Music and Dance,Renew,10-16-2013,10-15-2015,10-11-2013,41.93799415,-87.81928312,"(41.9379941491104, -87.81928311687304)"
Dancing Sun Crystals,Navy Pier Kiosk License,Issue,07-10-2014,07-15-2015,07-10-2014,41.89209414,-87.61156988,"(41.892094136861786, -87.61156988394656)"
"Chicago Pawners & Jewelers, In",Pawnbroker,Renew,09-16-2014,09-15-2016,08-25-2014,41.88105099,-87.68653217,"(41.88105098894221, -87.6865321682786)"
"Cicero Quick Stop, Inc.",Tobacco Retail Over Counter,Renew,10-16-2014,10-15-2016,10-17-2014,41.88014636,-87.7454126,"(41.880146361751194, -87.74541259888284)"
Marathon Gas,Filling Station,Issue,05-09-2013,05-15-2015,05-09-2013,41.74662206,-87.66348933,"(41.74662206284314, -87.66348933329323)"
Tina Marie Mc Daye,Peddler License,Issue,11-07-2013,11-15-2015,11-07-2013,41.88637626,-87.76160822,"(41.886376254782945, -87.76160822103812)"
Aqua Salon,Limited Business License,Renew,11-16-2014,11-15-2016,09-29-2014,41.99744394,-87.76256375,"(41.99744393456346, -87.76256374539982)"
A To Z Systems Heating,Regulated Business License,Issue,04-10-2013,05-15-2015,04-10-2013,,,
"Wg Technologies, Inc.",Limited Business License,Issue,11-15-2013,11-15-2015,11-15-2013,41.88317592,-87.65192873,"(41.8831759233391, -87.6519287344125)"
Howl At The Moon,Retail Food Establishment,Renew,02-16-2014,02-15-2016,01-15-2014,41.8901587,-87.62900058,"(41.890158698721514, -87.62900058152663)"
"Mutli-Park Chicago, Inc.",Public Garage,Renew,09-16-2014,09-15-2016,11-26-2014,41.87366959,-87.6258318,"(41.8736695857267, -87.62583180218498)"
"M & G Graphics, Inc.",Limited Business License,Renew,06-16-2013,06-15-2015,05-29-2013,41.82440264,-87.71193027,"(41.824402641393995, -87.71193026644293)"
Pretty Lady African Hair,Limited Business License,Renew,07-16-2014,07-15-2016,07-22-2014,41.72475504,-87.64344938,"(41.72475504149364, -87.64344937746942)"
Y & S Enterprises Inc.,Regulated Business License,Renew,01-16-2015,01-15-2017,12-12-2014,41.91694606,-87.7353138,"(41.91694605902324, -87.73531379493065)"
Batteries Plus,Limited Business License,Renew,04-16-2015,04-15-2017,03-03-2015,41.9187685,-87.66024354,"(41.918768502107056, -87.66024354203357)"
Wilkin Insulation Co,Regulated Business License,Renew,06-16-2013,06-15-2015,05-23-2013,,,
Happy Foods,Retail Food Establishment,Renew,11-16-2014,11-15-2016,11-28-2014,41.99786001,-87.7634458,"(41.99786001391069, -87.76344579856082)"
Subway,Retail Food Establishment,Renew,08-16-2014,08-15-2016,06-27-2014,41.86626526,-87.7263306,"(41.866265255827436, -87.72633060161975)"
R B Management,Regulated Business License,Renew,07-16-2013,07-15-2015,03-20-2014,41.9642294,-87.65492042,"(41.96422939722127, -87.65492042007959)"
Cellulandia,Limited Business License,Issue,11-12-2014,11-15-2016,11-12-2014,41.92655075,-87.75638274,"(41.92655074840995, -87.7563827352473)"
Chicago Interiors,Regulated Business License,Renew,06-16-2013,06-15-2015,07-01-2013,41.9136335,-87.64609052,"(41.913633502566164, -87.64609052326331)"
"2635 Medill, Llc",Regulated Business License,Issue,07-22-2014,08-15-2016,07-22-2014,41.96110648,-87.70378582,"(41.96110647502987, -87.70378582283917)"
Vip'S A Gentlemens Club,Tavern,Renew,11-16-2014,11-15-2016,10-02-2014,41.90905475,-87.6524222,"(41.90905475445697, -87.65242220436633)"
General Truck Parts & Equipment,Limited Business License,Renew,06-16-2013,06-15-2015,06-06-2013,41.81939045,-87.72975716,"(41.81939044886219, -87.72975716051238)"
Mcdonalds,Retail Food Establishment,Renew,09-16-2013,09-15-2015,08-06-2013,41.96438753,-87.70849248,"(41.96438752863507, -87.70849247844104)"
Asia Buffet And Grill,Retail Food Establishment,Renew,02-16-2015,02-15-2017,01-13-2015,41.74597828,-87.7410999,"(41.74597828184761, -87.74109990445396)"
Wing Chong Restaurant,Retail Food Establishment,Renew,12-16-2014,12-15-2016,12-16-2014,41.95528789,-87.7212583,"(41.95528788588939, -87.7212583034741)"
Wilkin Insulation Co,Limited Business License,Renew,06-16-2013,06-15-2015,05-23-2013,,,
In & Out Food Centers,Retail Food Establishment,Renew,07-16-2013,07-15-2015,07-01-2013,41.75170451,-87.5600356,"(41.75170450895868, -87.5600356039313)"
Hareer Food & Liquor,Package Goods,Renew,10-16-2013,09-15-2015,10-10-2013,41.79461267,-87.64531451,"(41.79461267421702, -87.64531451028982)"
Jess Cafe,Retail Food Establishment,Renew,10-16-2013,10-15-2015,09-19-2013,41.93839141,-87.77211895,"(41.93839141038951, -87.77211894533082)"
Punto Frio,Limited Business License,Renew,11-16-2013,11-15-2015,11-18-2013,41.91015603,-87.71248239,"(41.91015602838479, -87.71248239099437)"
